,Positive,Neutral,Negative,Compound
6243,0.0,1.0,0.0,0.0
6244,0.162,0.779,0.059,0.431
6245,0.0,1.0,0.0,0.0
6246,0.0,0.433,0.567,-0.3865
6247,0.0,1.0,0.0,0.0
6248,0.677,0.323,0.0,0.6369
6249,0.0,1.0,0.0,0.0
6250,0.0,1.0,0.0,0.0
6251,0.677,0.323,0.0,0.6369
6252,0.0,1.0,0.0,0.0
6253,0.0,1.0,0.0,0.0
6254,0.0,1.0,0.0,0.0
6255,0.157,0.843,0.0,0.0772
6256,0.157,0.843,0.0,0.0772
6257,0.0,0.805,0.195,-0.6249
6258,0.0,1.0,0.0,0.0
6259,0.0,1.0,0.0,0.0
6260,0.0,1.0,0.0,0.0
6261,0.0,1.0,0.0,0.0
6262,0.0,1.0,0.0,0.0
6263,0.0,1.0,0.0,0.0
6264,0.0,1.0,0.0,0.0
6265,0.73,0.27,0.0,0.8442
6266,0.0,1.0,0.0,0.0
6267,0.0,1.0,0.0,0.0
6268,0.0,1.0,0.0,0.0
6269,0.531,0.469,0.0,0.5267
6270,0.677,0.323,0.0,0.6369
6271,0.0,1.0,0.0,0.0
6272,0.0,1.0,0.0,0.0
6273,0.0,1.0,0.0,0.0
6274,0.0,1.0,0.0,0.0
6275,0.512,0.488,0.0,0.6369
6276,0.0,1.0,0.0,0.0
6277,0.39,0.61,0.0,0.4927
6278,0.0,1.0,0.0,0.0
6279,0.0,1.0,0.0,0.0
6280,0.0,1.0,0.0,0.0
6281,0.0,1.0,0.0,0.0
6282,0.0,1.0,0.0,0.0
6283,0.0,1.0,0.0,0.0
6284,0.0,1.0,0.0,0.0
6285,0.434,0.566,0.0,0.7297
6286,0.434,0.566,0.0,0.7297
6287,0.0,1.0,0.0,0.0
6288,0.0,1.0,0.0,0.0
6289,0.0,1.0,0.0,0.0
6290,0.677,0.323,0.0,0.6369
6291,0.824,0.176,0.0,0.6892
6292,0.824,0.176,0.0,0.6892
6293,0.815,0.185,0.0,0.6588
6294,0.701,0.299,0.0,0.6892
6295,0.795,0.205,0.0,0.5972
6296,0.701,0.299,0.0,0.6892
6297,0.824,0.176,0.0,0.6892
6298,0.824,0.176,0.0,0.6892
6299,0.0,1.0,0.0,0.0
6300,0.0,1.0,0.0,0.0
6301,0.0,0.694,0.306,-0.296
6302,0.206,0.794,0.0,0.0772
6303,0.737,0.263,0.0,0.4215
6304,0.0,1.0,0.0,0.0
6305,0.0,1.0,0.0,0.0
6306,0.583,0.417,0.0,0.6369
6307,0.796,0.204,0.0,0.5994
6308,0.0,1.0,0.0,0.0
6309,0.0,1.0,0.0,0.0
6310,0.0,1.0,0.0,0.0
6311,0.483,0.517,0.0,0.4215
6312,0.737,0.263,0.0,0.4215
6313,0.808,0.192,0.0,0.6369
6314,0.0,1.0,0.0,0.0
6315,0.447,0.319,0.234,0.4588
6316,0.0,1.0,0.0,0.0
6317,0.0,1.0,0.0,0.0
6318,0.0,1.0,0.0,0.0
6319,0.294,0.706,0.0,0.516
6320,0.0,1.0,0.0,0.0
6321,0.0,1.0,0.0,0.0
6322,0.754,0.246,0.0,0.7297
6323,0.0,1.0,0.0,0.0
6324,0.583,0.417,0.0,0.6369
6325,1.0,0.0,0.0,0.5994
6326,0.701,0.299,0.0,0.6892
6327,0.401,0.599,0.0,0.6892
6328,0.0,1.0,0.0,0.0
6329,0.0,1.0,0.0,0.0
6330,0.0,1.0,0.0,0.0
6331,0.0,1.0,0.0,0.0
6332,0.447,0.319,0.234,0.4588
6333,1.0,0.0,0.0,0.4215
6334,0.0,1.0,0.0,0.0
6335,0.0,1.0,0.0,0.0
6336,0.0,1.0,0.0,0.0
6337,0.0,1.0,0.0,0.0
6338,0.0,1.0,0.0,0.0
6339,0.0,1.0,0.0,0.0
6340,0.583,0.417,0.0,0.6369
6341,0.0,1.0,0.0,0.0
6342,1.0,0.0,0.0,0.7297
6343,0.404,0.596,0.0,0.5256
6344,0.0,1.0,0.0,0.0
6345,0.677,0.323,0.0,0.6369
6346,0.0,1.0,0.0,0.0
6347,0.0,1.0,0.0,0.0
6348,0.0,1.0,0.0,0.0
6349,0.0,1.0,0.0,0.0
6350,0.0,1.0,0.0,0.0
6351,0.512,0.488,0.0,0.6369
6352,0.0,1.0,0.0,0.0
6353,0.0,1.0,0.0,0.0
6354,0.0,1.0,0.0,0.0
6355,0.447,0.319,0.234,0.4588
6356,0.0,1.0,0.0,0.0
6357,0.0,1.0,0.0,0.0
6358,0.0,1.0,0.0,0.0
6359,0.0,1.0,0.0,0.0
6360,0.0,1.0,0.0,0.0
6361,0.0,1.0,0.0,0.0
6362,0.0,1.0,0.0,0.0
6363,0.0,1.0,0.0,0.0
6364,0.626,0.374,0.0,0.7717
6365,0.0,1.0,0.0,0.0
6366,0.0,1.0,0.0,0.0
6367,0.901,0.099,0.0,0.8429
6368,0.0,1.0,0.0,0.0
6369,0.0,1.0,0.0,0.0
6370,0.0,1.0,0.0,0.0
6371,0.0,1.0,0.0,0.0
6372,0.0,1.0,0.0,0.0
6373,0.299,0.701,0.0,0.6892
6374,0.0,1.0,0.0,0.0
6375,0.0,1.0,0.0,0.0
6376,0.0,1.0,0.0,0.0
6377,0.0,1.0,0.0,0.0
6378,0.276,0.724,0.0,0.636
6379,0.276,0.724,0.0,0.636
6380,0.0,1.0,0.0,0.0
6381,0.253,0.747,0.0,0.6588
6382,0.0,1.0,0.0,0.0
6383,0.0,1.0,0.0,0.0
6384,0.0,1.0,0.0,0.0
6385,0.677,0.323,0.0,0.6369
6386,0.394,0.606,0.0,0.0772
6387,0.0,1.0,0.0,0.0
6388,0.706,0.294,0.0,0.34
6389,0.0,1.0,0.0,0.0
6390,0.0,1.0,0.0,0.0
6391,0.0,1.0,0.0,0.0
6392,0.0,1.0,0.0,0.0
6393,0.762,0.238,0.0,0.4939
6394,0.252,0.748,0.0,0.4019
6395,0.672,0.328,0.0,0.6249
6396,0.0,1.0,0.0,0.0
6397,0.0,1.0,0.0,0.0
6398,0.0,1.0,0.0,0.0
6399,0.0,1.0,0.0,0.0
6400,0.0,1.0,0.0,0.0
6401,0.0,1.0,0.0,0.0
6402,0.0,1.0,0.0,0.0
6403,0.496,0.504,0.0,0.4497
6404,0.0,1.0,0.0,0.0
6405,0.204,0.796,0.0,0.3182
6406,0.0,1.0,0.0,0.0
6407,0.0,1.0,0.0,0.0
6408,0.389,0.611,0.0,0.9508
6409,0.0,1.0,0.0,0.0
6410,0.722,0.278,0.0,0.3818
6411,0.397,0.603,0.0,0.9813
6412,0.583,0.417,0.0,0.6369
6413,0.0,1.0,0.0,0.0
6414,0.0,1.0,0.0,0.0
6415,0.0,1.0,0.0,0.0
6416,1.0,0.0,0.0,0.5994
6417,0.231,0.769,0.0,0.6369
6418,0.0,1.0,0.0,0.0
6419,0.796,0.204,0.0,0.5994
6420,0.26,0.74,0.0,0.872
6421,0.0,1.0,0.0,0.0
6422,0.0,1.0,0.0,0.0
6423,0.0,1.0,0.0,0.0
6424,0.0,1.0,0.0,0.0
6425,0.0,1.0,0.0,0.0
6426,0.0,1.0,0.0,0.0
6427,0.0,1.0,0.0,0.0
6428,0.0,1.0,0.0,0.0
6429,0.0,1.0,0.0,0.0
6430,0.0,1.0,0.0,0.0
6431,0.737,0.263,0.0,0.4215
6432,0.607,0.393,0.0,0.4754
6433,0.0,1.0,0.0,0.0
6434,0.0,1.0,0.0,0.0
6435,1.0,0.0,0.0,0.5562
6436,1.0,0.0,0.0,0.5994
6437,0.412,0.588,0.0,0.7906
6438,0.0,1.0,0.0,0.0
6439,0.512,0.488,0.0,0.6369
6440,1.0,0.0,0.0,0.4215
6441,0.0,1.0,0.0,0.0
6442,0.583,0.417,0.0,0.9987
6443,0.0,0.597,0.403,-0.4019
6444,0.0,1.0,0.0,0.0
6445,0.583,0.417,0.0,0.8555
6446,0.492,0.508,0.0,0.4404
6447,0.0,1.0,0.0,0.0
6448,0.0,1.0,0.0,0.0
6449,0.0,1.0,0.0,0.0
6450,0.0,1.0,0.0,0.0
6451,0.0,1.0,0.0,0.0
6452,0.0,1.0,0.0,0.0
6453,0.0,1.0,0.0,0.0
6454,0.0,1.0,0.0,0.0
6455,0.0,1.0,0.0,0.0
6456,0.0,1.0,0.0,0.0
6457,0.0,1.0,0.0,0.0
6458,0.434,0.566,0.0,0.7297
6459,0.512,0.488,0.0,0.6369
6460,0.0,1.0,0.0,0.0
6461,0.259,0.741,0.0,0.6369
6462,0.583,0.417,0.0,0.6369
6463,0.0,1.0,0.0,0.0
6464,0.0,1.0,0.0,0.0
6465,0.0,1.0,0.0,0.0
6466,0.0,1.0,0.0,0.0
6467,1.0,0.0,0.0,0.5994
6468,0.0,1.0,0.0,0.0
6469,0.0,1.0,0.0,0.0
6470,0.677,0.323,0.0,0.6369
6471,0.677,0.323,0.0,0.6369
6472,0.0,1.0,0.0,0.0
6473,0.354,0.646,0.0,0.6588
6474,0.0,1.0,0.0,0.0
6475,0.0,1.0,0.0,0.0
6476,0.0,1.0,0.0,0.0
6477,0.565,0.435,0.0,0.5994
6478,0.0,1.0,0.0,0.0
6479,0.0,1.0,0.0,0.0
6480,0.0,1.0,0.0,0.0
6481,0.796,0.204,0.0,0.5994
6482,1.0,0.0,0.0,0.6688
6483,0.677,0.323,0.0,0.6369
6484,0.0,1.0,0.0,0.0
6485,0.0,1.0,0.0,0.0
6486,0.0,1.0,0.0,0.0
6487,0.2,0.8,0.0,0.3612
6488,0.7,0.3,0.0,0.7906
6489,0.0,1.0,0.0,0.0
6490,0.0,1.0,0.0,0.0
6491,0.0,1.0,0.0,0.0
6492,1.0,0.0,0.0,0.4215
6493,0.0,1.0,0.0,0.0
6494,0.0,1.0,0.0,0.0
6495,0.0,0.672,0.328,-0.4466
6496,0.0,1.0,0.0,0.0
6497,0.0,1.0,0.0,0.0
6498,0.0,1.0,0.0,0.0
6499,0.0,1.0,0.0,0.0
6500,0.0,1.0,0.0,0.0
6501,0.0,1.0,0.0,0.0
6502,0.0,1.0,0.0,0.0
6503,0.0,1.0,0.0,0.0
6504,0.0,1.0,0.0,0.0
6505,0.0,0.577,0.423,-0.296
6506,0.0,1.0,0.0,0.0
6507,0.0,1.0,0.0,0.0
6508,0.677,0.323,0.0,0.6369
6509,0.661,0.339,0.0,0.5994
6510,0.271,0.729,0.0,0.7125
6511,0.0,1.0,0.0,0.0
6512,0.0,1.0,0.0,0.0
6513,0.0,0.784,0.216,-0.296
6514,0.0,0.577,0.423,-0.296
6515,0.0,0.476,0.524,-0.296
6516,0.0,1.0,0.0,0.0
6517,0.0,1.0,0.0,0.0
6518,0.203,0.695,0.102,0.4404
6519,0.592,0.408,0.0,0.4404
6520,0.0,1.0,0.0,0.0
6521,0.0,1.0,0.0,0.0
6522,0.0,1.0,0.0,0.0
6523,0.0,1.0,0.0,0.0
6524,0.0,1.0,0.0,0.0
6525,0.0,1.0,0.0,0.0
6526,0.672,0.328,0.0,0.6249
6527,0.0,1.0,0.0,0.0
6528,0.0,1.0,0.0,0.0
6529,1.0,0.0,0.0,0.4215
6530,0.434,0.566,0.0,0.7297
6531,0.0,1.0,0.0,0.0
6532,0.0,1.0,0.0,0.0
6533,0.744,0.256,0.0,0.4404
6534,0.0,1.0,0.0,0.0
6535,0.0,1.0,0.0,0.0
6536,0.394,0.606,0.0,0.0772
6537,0.0,1.0,0.0,0.0
6538,0.0,1.0,0.0,0.0
6539,1.0,0.0,0.0,0.7297
6540,0.412,0.588,0.0,0.6369
6541,0.0,1.0,0.0,0.0
6542,0.0,1.0,0.0,0.0
6543,0.0,1.0,0.0,0.0
6544,0.0,1.0,0.0,0.0
6545,0.0,1.0,0.0,0.0
6546,0.0,1.0,0.0,0.0
6547,0.0,1.0,0.0,0.0
6548,0.0,1.0,0.0,0.0
6549,0.0,1.0,0.0,0.0
6550,0.0,1.0,0.0,0.0
6551,0.167,0.833,0.0,0.296
6552,0.325,0.513,0.162,0.4404
6553,0.0,1.0,0.0,0.0
6554,0.0,1.0,0.0,0.0
6555,0.0,1.0,0.0,0.0
6556,0.412,0.588,0.0,0.6369
6557,1.0,0.0,0.0,0.4215
6558,0.0,1.0,0.0,0.0
6559,0.223,0.777,0.0,0.3182
6560,0.0,1.0,0.0,0.0
6561,0.672,0.328,0.0,0.9829
6562,0.0,1.0,0.0,0.0
6563,0.0,1.0,0.0,0.0
6564,1.0,0.0,0.0,0.4215
6565,1.0,0.0,0.0,0.4215
6566,1.0,0.0,0.0,0.9545
6567,0.0,1.0,0.0,0.0
6568,0.0,0.721,0.279,-0.4767
6569,0.231,0.769,0.0,0.6369
6570,0.0,1.0,0.0,0.0
6571,0.0,1.0,0.0,0.0
6572,0.0,1.0,0.0,0.0
6573,0.0,1.0,0.0,0.0
6574,0.173,0.827,0.0,0.3182
6575,0.0,1.0,0.0,0.0
6576,0.0,1.0,0.0,0.0
6577,0.583,0.417,0.0,0.6369
6578,0.512,0.488,0.0,0.6369
6579,0.0,1.0,0.0,0.0
6580,0.0,1.0,0.0,0.0
6581,0.457,0.543,0.0,0.6369
6582,0.276,0.724,0.0,0.6369
6583,0.412,0.588,0.0,0.6369
6584,0.0,1.0,0.0,0.0
6585,0.0,1.0,0.0,0.0
6586,0.0,1.0,0.0,0.0
6587,0.285,0.715,0.0,0.4927
6588,0.0,1.0,0.0,0.0
6589,0.0,1.0,0.0,0.0
6590,0.0,1.0,0.0,0.0
6591,0.0,1.0,0.0,0.0
6592,0.0,1.0,0.0,0.0
6593,0.049,0.951,0.0,0.1779
6594,0.0,1.0,0.0,0.0
6595,0.0,1.0,0.0,0.0
6596,0.535,0.465,0.0,0.3182
6597,0.0,1.0,0.0,0.0
6598,0.535,0.465,0.0,0.3182
6599,0.0,1.0,0.0,0.0
6600,0.457,0.543,0.0,0.6369
6601,0.0,1.0,0.0,0.0
6602,0.174,0.707,0.12,0.25
6603,0.0,1.0,0.0,0.0
6604,0.0,1.0,0.0,0.0
6605,0.0,1.0,0.0,0.0
6606,0.0,1.0,0.0,0.0
6607,0.483,0.517,0.0,0.4215
6608,0.0,1.0,0.0,0.0
6609,0.0,1.0,0.0,0.0
6610,0.0,1.0,0.0,0.0
6611,0.0,1.0,0.0,0.0
6612,0.0,1.0,0.0,0.0
6613,0.0,1.0,0.0,0.0
6614,0.0,1.0,0.0,0.0
6615,0.0,1.0,0.0,0.0
6616,0.0,1.0,0.0,0.0
6617,0.198,0.802,0.0,0.7339
6618,0.592,0.408,0.0,0.4404
6619,0.0,1.0,0.0,0.0
6620,0.0,1.0,0.0,0.0
6621,0.0,1.0,0.0,0.0
6622,0.0,1.0,0.0,0.0
6623,0.0,1.0,0.0,0.0
6624,0.434,0.566,0.0,0.7297
6625,0.0,1.0,0.0,0.0
6626,0.0,1.0,0.0,0.0
6627,1.0,0.0,0.0,0.5994
6628,0.0,1.0,0.0,0.0
6629,0.0,1.0,0.0,0.0
6630,0.0,1.0,0.0,0.0
6631,0.0,1.0,0.0,0.0
6632,0.0,1.0,0.0,0.0
6633,0.0,1.0,0.0,0.0
6634,0.0,0.476,0.524,-0.296
6635,0.0,1.0,0.0,0.0
6636,0.0,1.0,0.0,0.0
6637,0.808,0.192,0.0,0.6369
6638,1.0,0.0,0.0,0.4215
6639,0.434,0.566,0.0,0.3182
6640,0.0,1.0,0.0,0.0
6641,0.0,1.0,0.0,0.0
6642,0.0,1.0,0.0,0.0
6643,0.677,0.323,0.0,0.6369
6644,0.0,1.0,0.0,0.0
6645,0.429,0.571,0.0,0.8402
6646,0.0,0.476,0.524,-0.296
6647,0.0,1.0,0.0,0.0
6648,0.512,0.488,0.0,0.6369
6649,0.0,1.0,0.0,0.0
6650,0.583,0.417,0.0,0.4215
6651,1.0,0.0,0.0,0.4215
6652,1.0,0.0,0.0,0.5994
6653,0.0,1.0,0.0,0.0
6654,0.0,1.0,0.0,0.0
6655,0.0,1.0,0.0,0.0
6656,0.0,0.853,0.147,-0.7717
6657,0.0,1.0,0.0,0.0
6658,0.0,1.0,0.0,0.0
6659,0.0,1.0,0.0,0.0
6660,0.0,1.0,0.0,0.0
6661,0.0,1.0,0.0,0.0
6662,0.0,1.0,0.0,0.0
6663,0.0,1.0,0.0,0.0
6664,0.0,1.0,0.0,0.0
6665,0.0,1.0,0.0,0.0
6666,0.0,0.804,0.196,-0.296
6667,0.412,0.588,0.0,0.6369
6668,0.0,1.0,0.0,0.0
6669,0.075,0.925,0.0,0.0772
6670,0.0,1.0,0.0,0.0
6671,0.0,1.0,0.0,0.0
6672,0.0,1.0,0.0,0.0
6673,1.0,0.0,0.0,0.4215
6674,0.0,0.649,0.351,-0.4019
6675,0.737,0.263,0.0,0.4215
6676,0.0,1.0,0.0,0.0
6677,0.0,1.0,0.0,0.0
6678,0.0,1.0,0.0,0.0
6679,0.365,0.635,0.0,0.3182
6680,0.277,0.723,0.0,0.3182
6681,0.0,1.0,0.0,0.0
6682,0.0,1.0,0.0,0.0
6683,0.0,1.0,0.0,0.0
6684,0.0,1.0,0.0,0.0
6685,1.0,0.0,0.0,0.4215
6686,0.0,1.0,0.0,0.0
6687,0.412,0.588,0.0,0.6369
6688,0.0,1.0,0.0,0.0
6689,0.633,0.367,0.0,0.7845
6690,0.737,0.263,0.0,0.8555
6691,0.0,1.0,0.0,0.0
6692,0.124,0.876,0.0,0.4019
6693,0.0,1.0,0.0,0.0
6694,0.0,1.0,0.0,0.0
6695,0.672,0.328,0.0,0.9055
6696,0.791,0.209,0.0,0.9068
6697,0.0,1.0,0.0,0.0
6698,0.0,1.0,0.0,0.0
6699,0.0,1.0,0.0,0.0
6700,0.0,1.0,0.0,0.0
6701,0.0,1.0,0.0,0.0
6702,0.0,1.0,0.0,0.0
6703,0.0,1.0,0.0,0.0
6704,0.677,0.323,0.0,0.6369
6705,1.0,0.0,0.0,0.4215
6706,0.0,1.0,0.0,0.0
6707,0.0,1.0,0.0,0.0
6708,0.583,0.417,0.0,0.6369
6709,1.0,0.0,0.0,0.6369
6710,0.5,0.238,0.262,0.4588
6711,0.737,0.263,0.0,0.4215
6712,0.436,0.564,0.0,0.4754
6713,0.0,1.0,0.0,0.0
6714,0.0,1.0,0.0,0.0
6715,0.0,1.0,0.0,0.0
6716,0.351,0.649,0.0,0.4019
6717,0.0,1.0,0.0,0.0
6718,0.0,1.0,0.0,0.0
6719,0.744,0.256,0.0,0.4404
6720,0.0,1.0,0.0,0.0
6721,0.0,1.0,0.0,0.0
6722,0.808,0.192,0.0,0.6369
6723,0.0,1.0,0.0,0.0
6724,0.0,1.0,0.0,0.0
6725,0.0,1.0,0.0,0.0
6726,0.0,1.0,0.0,0.0
6727,0.0,1.0,0.0,0.0
6728,0.0,1.0,0.0,0.0
6729,0.0,0.759,0.241,-0.5423
6730,0.126,0.874,0.0,0.0772
6731,0.56,0.44,0.0,0.6249
6732,0.0,1.0,0.0,0.0
6733,0.0,1.0,0.0,0.0
6734,0.804,0.196,0.0,0.6249
6735,0.0,1.0,0.0,0.0
6736,0.0,1.0,0.0,0.0
6737,0.0,1.0,0.0,0.0
6738,1.0,0.0,0.0,0.8316
6739,0.558,0.442,0.0,0.8211
6740,0.592,0.408,0.0,0.4404
6741,0.243,0.757,0.0,0.5927
6742,0.0,1.0,0.0,0.0
6743,0.0,0.364,0.636,-0.5423
6744,0.0,1.0,0.0,0.0
6745,0.412,0.588,0.0,0.4215
6746,0.0,0.82,0.18,-0.296
6747,0.195,0.805,0.0,0.4404
6748,0.0,1.0,0.0,0.0
6749,0.0,0.811,0.189,-0.2732
6750,0.13,0.652,0.217,-0.3818
6751,0.0,1.0,0.0,0.0
6752,0.0,1.0,0.0,0.0
6753,0.0,1.0,0.0,0.0
6754,0.347,0.653,0.0,0.4927
6755,0.0,1.0,0.0,0.0
6756,0.0,1.0,0.0,0.0
6757,0.0,1.0,0.0,0.0
6758,0.0,1.0,0.0,0.0
6759,0.0,1.0,0.0,0.0
6760,0.0,1.0,0.0,0.0
6761,0.672,0.328,0.0,0.7297
6762,0.0,1.0,0.0,0.0
6763,0.0,1.0,0.0,0.0
6764,0.0,1.0,0.0,0.0
6765,0.0,1.0,0.0,0.0
6766,0.516,0.484,0.0,0.4927
6767,0.0,1.0,0.0,0.0
6768,0.344,0.656,0.0,0.6369
6769,0.0,1.0,0.0,0.0
6770,0.457,0.543,0.0,0.6369
6771,0.697,0.303,0.0,0.3182
6772,0.0,1.0,0.0,0.0
6773,0.0,1.0,0.0,0.0
6774,0.0,1.0,0.0,0.0
6775,0.583,0.417,0.0,0.6369
6776,0.0,1.0,0.0,0.0
6777,0.0,1.0,0.0,0.0
6778,0.0,1.0,0.0,0.0
6779,0.583,0.417,0.0,0.6369
6780,0.0,1.0,0.0,0.0
6781,0.0,1.0,0.0,0.0
6782,0.796,0.204,0.0,0.5994
6783,0.0,1.0,0.0,0.0
6784,0.0,0.364,0.636,-0.5423
6785,0.0,1.0,0.0,0.0
6786,0.0,1.0,0.0,0.0
6787,0.0,1.0,0.0,0.0
6788,0.0,1.0,0.0,0.0
6789,0.0,1.0,0.0,0.0
6790,0.0,0.476,0.524,-0.296
6791,0.0,1.0,0.0,0.0
6792,0.0,1.0,0.0,0.0
6793,0.808,0.192,0.0,0.6369
6794,0.661,0.339,0.0,0.5994
6795,0.268,0.732,0.0,0.6705
6796,0.0,1.0,0.0,0.0
6797,0.0,0.462,0.538,-0.5423
6798,0.0,0.833,0.167,-0.296
6799,0.744,0.256,0.0,0.4404
6800,0.0,1.0,0.0,0.0
6801,0.206,0.794,0.0,0.0772
6802,0.0,1.0,0.0,0.0
6803,0.0,1.0,0.0,0.0
6804,0.0,1.0,0.0,0.0
6805,0.0,1.0,0.0,0.0
6806,0.677,0.323,0.0,0.6369
6807,0.0,1.0,0.0,0.0
6808,0.0,1.0,0.0,0.0
6809,0.451,0.549,0.0,0.8126
6810,0.0,1.0,0.0,0.0
6811,0.583,0.417,0.0,0.4215
6812,0.677,0.323,0.0,0.6369
6813,0.0,0.898,0.102,-0.3818
6814,1.0,0.0,0.0,0.4215
6815,0.744,0.256,0.0,0.4404
6816,1.0,0.0,0.0,0.4215
6817,0.0,1.0,0.0,0.0
6818,0.444,0.556,0.0,0.4927
6819,0.195,0.805,0.0,0.1779
6820,0.0,1.0,0.0,0.0
6821,0.0,1.0,0.0,0.0
6822,0.0,1.0,0.0,0.0
6823,0.0,1.0,0.0,0.0
6824,0.0,1.0,0.0,0.0
6825,0.0,1.0,0.0,0.0
6826,0.0,1.0,0.0,0.0
6827,0.0,1.0,0.0,0.0
6828,0.0,1.0,0.0,0.0
6829,0.0,1.0,0.0,0.0
6830,0.156,0.844,0.0,0.34
6831,0.512,0.488,0.0,0.6369
6832,0.224,0.776,0.0,0.6369
6833,0.067,0.933,0.0,0.0772
6834,0.423,0.577,0.0,0.296
6835,0.0,1.0,0.0,0.0
6836,0.808,0.192,0.0,0.6369
6837,0.0,1.0,0.0,0.0
6838,0.0,1.0,0.0,0.0
6839,0.223,0.777,0.0,0.3182
6840,0.0,1.0,0.0,0.0
6841,0.0,1.0,0.0,0.0
6842,0.0,1.0,0.0,0.0
6843,0.677,0.323,0.0,0.6369
6844,0.0,1.0,0.0,0.0
6845,0.0,1.0,0.0,0.0
6846,0.132,0.784,0.084,0.6597
6847,0.677,0.323,0.0,0.6369
6848,0.677,0.323,0.0,0.6369
6849,0.0,1.0,0.0,0.0
6850,0.0,1.0,0.0,0.0
6851,0.0,1.0,0.0,0.0
6852,0.0,1.0,0.0,0.0
6853,0.0,1.0,0.0,0.0
6854,0.0,1.0,0.0,0.0
6855,0.0,1.0,0.0,0.0
6856,0.369,0.511,0.119,0.6597
6857,0.0,1.0,0.0,0.0
6858,0.302,0.698,0.0,0.0772
6859,0.0,1.0,0.0,0.0
6860,0.0,1.0,0.0,0.0
6861,1.0,0.0,0.0,0.5994
6862,0.0,1.0,0.0,0.0
6863,0.0,1.0,0.0,0.0
6864,0.0,1.0,0.0,0.0
6865,0.592,0.408,0.0,0.4404
6866,0.0,1.0,0.0,0.0
6867,0.0,1.0,0.0,0.0
6868,1.0,0.0,0.0,0.6486
6869,0.535,0.465,0.0,0.5574
6870,0.0,1.0,0.0,0.0
6871,0.276,0.724,0.0,0.6369
6872,0.714,0.286,0.0,0.3612
6873,0.128,0.622,0.25,-0.7128
6874,1.0,0.0,0.0,0.4215
6875,0.0,1.0,0.0,0.0
6876,0.0,1.0,0.0,0.0
6877,0.111,0.533,0.356,-0.9464
6878,0.677,0.323,0.0,0.6369
6879,0.0,0.804,0.196,-0.296
6880,0.085,0.915,0.0,0.0772
6881,0.0,1.0,0.0,0.0
6882,0.0,1.0,0.0,0.0
6883,0.0,1.0,0.0,0.0
6884,0.583,0.417,0.0,0.4215
6885,0.0,1.0,0.0,0.0
6886,0.0,1.0,0.0,0.0
6887,0.0,1.0,0.0,0.0
6888,0.0,1.0,0.0,0.0
6889,0.0,1.0,0.0,0.0
6890,0.677,0.323,0.0,0.6369
6891,0.0,0.476,0.524,-0.296
6892,0.0,1.0,0.0,0.0
6893,0.0,1.0,0.0,0.0
6894,0.0,1.0,0.0,0.0
6895,0.0,1.0,0.0,0.0
6896,0.0,1.0,0.0,0.0
6897,0.0,1.0,0.0,0.0
6898,0.0,1.0,0.0,0.0
6899,0.0,1.0,0.0,0.0
6900,0.0,1.0,0.0,0.0
6901,0.375,0.625,0.0,0.34
6902,0.0,1.0,0.0,0.0
6903,0.0,1.0,0.0,0.0
6904,0.0,1.0,0.0,0.0
6905,0.0,1.0,0.0,0.0
6906,0.0,1.0,0.0,0.0
6907,0.135,0.752,0.113,0.1779
6908,0.0,1.0,0.0,0.0
6909,0.238,0.762,0.0,0.3612
6910,0.0,0.667,0.333,-0.5423
6911,0.31,0.69,0.0,0.2023
6912,0.126,0.874,0.0,0.3182
6913,0.0,1.0,0.0,0.0
6914,0.0,1.0,0.0,0.0
6915,0.0,1.0,0.0,0.0
6916,0.0,1.0,0.0,0.0
6917,1.0,0.0,0.0,0.4215
6918,0.0,1.0,0.0,0.0
6919,0.737,0.263,0.0,0.4215
6920,0.0,1.0,0.0,0.0
6921,1.0,0.0,0.0,0.6369
6922,0.0,1.0,0.0,0.0
6923,0.0,1.0,0.0,0.0
6924,0.0,1.0,0.0,0.0
6925,0.0,1.0,0.0,0.0
6926,0.0,1.0,0.0,0.0
6927,1.0,0.0,0.0,0.4404
6928,0.0,1.0,0.0,0.0
6929,0.506,0.494,0.0,0.6249
6930,0.369,0.556,0.075,0.8126
6931,0.0,1.0,0.0,0.0
6932,0.737,0.263,0.0,0.6808
6933,0.0,1.0,0.0,0.0
6934,0.0,1.0,0.0,0.0
6935,0.0,1.0,0.0,0.0
6936,0.0,1.0,0.0,0.0
6937,0.0,1.0,0.0,0.0
6938,0.0,1.0,0.0,0.0
6939,0.0,1.0,0.0,0.0
6940,0.0,1.0,0.0,0.0
6941,0.0,1.0,0.0,0.0
6942,0.0,1.0,0.0,0.0
6943,0.0,1.0,0.0,0.0
6944,0.0,1.0,0.0,0.0
6945,0.0,1.0,0.0,0.0
6946,0.921,0.079,0.0,0.9136
6947,0.252,0.748,0.0,0.7506
6948,0.0,1.0,0.0,0.0
6949,0.0,1.0,0.0,0.0
6950,0.0,1.0,0.0,0.0
6951,0.0,1.0,0.0,0.0
6952,0.0,1.0,0.0,0.0
6953,0.0,1.0,0.0,0.0
6954,0.0,1.0,0.0,0.0
6955,0.0,1.0,0.0,0.0
6956,0.0,0.722,0.278,-0.4019
6957,0.0,1.0,0.0,0.0
6958,0.0,1.0,0.0,0.0
6959,0.0,1.0,0.0,0.0
6960,0.0,1.0,0.0,0.0
6961,0.0,1.0,0.0,0.0
6962,0.0,0.577,0.423,-0.296
6963,0.0,1.0,0.0,0.0
